,0,1,2,3,4,5,6,7,8,9
0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,7.313800724648571,991.7870983762507,0.0,0.0,0.0,0.0,0.0,0.0
2,1024.9915135744698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,1024.0699427830443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,968.3638078237736,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,944.4319988525953,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,957.5267748036043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,961.4700778975144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,886.1197583130697,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,466.49445237018347,0.0,421.9274687738305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,318.3184259812341,559.6271862217485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,386.944507839328,422.82968863076667,80.23783260387307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,963.2611075499316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,962.3950386220646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,962.1490276203717,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,163.5548558319014,806.0732176223789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,453.18615891027673,2.6203324167177016,509.50366275857016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,635.5269931530534,344.6147370588034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,978.9382854650742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,978.0581211724483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.6415204460384984,988.3123688929927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,507.24868660894526,451.0941395532235,38.872340995044794,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,177.0671272787147,827.2463365899821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,821.8248899448959,224.8690468868807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,569.3775538193506,32.99583559489628,434.5119524991359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,703.5606989655475,336.21188835160194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1032.0916772010187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,19.591497909572016,1011.5722247365208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,878.724049634407,0.0,140.8397765979687,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,601.1113311371148,0.0,419.32552152218653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,1013.336499786393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,981.8941284495327,61.27110513745789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,707.7483196496588,284.88322453282524,40.46795128360981,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,669.7284229644033,281.1903241707091,79.06770809922708,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,837.094696290554,220.90960677575387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1040.0977634604803,0.0,20.815043714510047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,720.3781876429387,130.8025629007707,209.26069791441805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1060.024162708186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
