,0
0,9.469537537897853
1,54.82730094642425
2,22.283956124482522
3,59.87522535661598
4,88.80138831260064
5,261.02477285073155
6,323.2632105230207
7,267.1344787636173
8,242.8116634414464
9,706.7242118990897
10,1035.698925508105
11,599.7821823286404
12,420.3561949858094
13,204.28186752501767
14,574.8273127901991
15,754.8822151831332
16,66.13668698220395
17,465.0256635134396
18,200.2747141273353
19,543.0342879203436
20,257.78034431787626
21,720.8992946523244
22,290.3961971521191
23,684.5955395677126
24,235.85178457831256
25,392.66059473769735
26,577.8508174671725
27,319.273855947382
28,562.9042105900055
29,415.8950719211651
30,1620.8250465859842
31,339.182069707163
32,593.5237448611795
33,318.3950601444001
34,813.7241655347187
35,431.6838525685848
36,399.0997190775222
37,201.87595291554157
38,868.3047294573602
39,596.006218420766
40,618.3254296265466
41,915.1836001961085
42,816.0343956690543
43,651.7576740525218
44,673.6473953983824
45,159.99186624267028
46,1156.0007337240086
47,666.533520634232
48,604.5315937334603
49,382.11073917993207
50,655.0881055885617
51,391.0881633424347
52,787.248543171009
53,595.9596284714038
54,456.11520944885035
55,554.4894262128038
56,669.857517397388
57,427.45842365797057
58,1260.0473238848147
59,393.2766842322432
60,919.1657824257417
61,724.8618885909509
62,585.5541216450918
63,498.5869023817767
64,1063.8513442557207
65,628.0542863991315
66,293.1555565752909
67,351.3848021136885
68,689.0550413310513
69,636.8827284523986
70,1625.127704810367
71,1509.7943930603724
72,567.241397075962
73,480.7027550622433
74,524.9204637429482
75,847.65304496577
76,824.1989215570738
77,853.2412368944078
78,990.1115184498142
79,816.4987022918374
80,762.9788644231752
81,937.8262477261108
82,1100.6535459836591
83,2222.016193188359
84,1163.9866342959183
85,1040.221429361383
86,616.4592595151344
87,630.6022409503398
88,665.1553746625095
89,1062.6611458501543
90,741.9965357266569
91,771.6148606723169
92,684.4853720273385
93,1363.1845119401137
94,1151.3753742331405
95,705.0041305814904
96,551.4399073480819
97,1215.1588795788457
98,852.7067107247932
99,526.4583874605859
100,736.0328390241081
101,1152.0956601456608
102,920.8836868104885
103,753.5047063979642
104,615.4025446916226
105,1122.8242622050177
106,998.5299410053061
107,809.9248035139419
108,777.3129711231046
109,846.9729506944982
110,996.7875103230077
111,494.55466321128847
112,936.5081876042489
113,867.7726802618726
114,513.2680673057343
115,865.433651992569
116,567.5450305126104
117,767.845700356701
118,693.2480977536574
119,559.3082012098283
120,900.6877502316336
121,993.6256426209962
122,671.2153123447712
123,839.0242221374959
124,670.709472929942
125,1353.9708194073614
126,1139.074453042514
127,798.5580629338011
128,780.835334795306
129,867.0884515567603
130,691.7802293557148
131,942.5140344207114
132,903.4681982397274
133,1255.5339875793497
134,1372.166705375974
135,1393.0677383904033
136,1419.1039693276466
137,765.9844851301631
138,794.4783698280764
139,823.2116570087198
140,862.6749831091305
141,1359.3095029014855
142,1512.7645831757836
143,858.8039917957234
144,806.9170786175447
145,1084.7825884718645
146,1075.8316025633385
147,1053.1136339393365
148,1410.794336032813
149,884.4467000808929
150,790.1411623941142
151,986.3622490824387
152,981.4332308337391
153,2000.155502577608
154,1471.1640290009002
155,1366.5974328324571
156,1175.1325672866697
157,1589.2810530501522
158,895.7133612818076
159,1283.6568591681105
160,1042.1518735586867
161,910.6448156613933
162,958.8123769601206
163,808.8485573623465
164,623.8485713067993
165,814.3904985590566
166,990.5681589116168
167,1048.4300142200514
168,826.9148818360311
169,923.5356742522126
170,1002.6663777855362
171,660.662382033924
172,735.2765679795863
173,1030.6028496731606
174,748.2531352569688
175,644.6375130667553
176,813.4505801604328
177,1155.3607452812391
178,1132.6857738487618
179,984.6040552573086
180,913.0183543750193
181,1052.7425782325113
182,1239.9417451752286
183,956.7514424898176
184,947.6458145262264
185,489.0135313220116
186,857.1064630277087
187,724.9130379018552
188,650.88805337722
189,1078.7769737964177
190,1243.2192197638208
191,697.3225100154879
192,612.4703948412512
193,672.1800408943304
194,732.4112020869933
195,1043.7484016319504
196,818.6637702293842
197,824.8401308459046
198,1092.908434135337
199,761.7452351871134
200,1231.886340506999
201,962.1385057681165
202,913.8992026260013
203,1259.5189488909773
204,649.9375978301383
205,700.3742183518651
206,861.6069188280695
207,898.4348257963009
208,925.863969658628
209,674.8308430958078
210,932.3614918924086
211,1009.7172548189086
212,811.560544282185
213,1234.9399487009036
214,909.7834996542252
215,832.0796107956178
216,1102.6201786751128
217,972.5391257428741
218,1188.3433038209205
219,1087.16724506583
220,881.5395066000935
221,867.4461649607557
222,951.9461957864806
223,1202.4969340111097
224,1444.499042187585
225,2090.813531207272
226,1032.5077385100624
227,1359.1056013174846
228,1034.9718590078514
229,1354.0138613050801
230,1242.0671772240166
231,1127.8927721041255
232,844.4705238029893
233,1224.5228635752856
234,668.1228592158925
235,1228.3769328635206
236,643.3261381385649
237,1166.5695922523387
238,874.3707110300044
239,697.4556810045498
240,1014.1032559315871
241,1134.9862832830097
242,1055.9967242767511
243,898.7308384723161
244,1129.295089229745
245,1526.7520574324044
246,1290.725515985546
247,1253.297013097088
248,1018.7640620064358
249,1228.0991975916002
250,588.2211392045253
251,956.3777306226891
252,1017.8297082624773
253,1158.7635091821853
254,1030.7561796600833
255,707.8362305222714
256,818.5782312657907
257,922.9755112288027
258,1276.8418706633547
259,1042.7584935075517
260,735.906654407187
261,1238.032542150976
262,922.2946163968547
263,692.8744636541621
264,1137.1406168212525
265,756.8559233712818
266,1038.9851897971814
267,1120.7686965171022
268,1273.9988903989595
269,1221.400288239929
270,796.9590697541281
271,1241.2756720590232
272,1187.014275873264
273,968.7191427141482
274,1426.649173544229
275,1073.4064566493412
276,1261.9389120269664
277,1264.59073068614
278,962.0045236783069
279,833.8540930470097
280,896.9921888215582
281,1091.517802282876
282,872.8144148309473
283,875.3638648716247
284,775.9811488214215
285,762.4375047433646
286,783.7882797269791
287,816.2594307509705
288,1449.5514238842902
289,1023.5387452958446
290,843.6869476446916
291,1155.0710300653946
292,1000.8971020179426
293,1119.6767271951965
294,592.5012590113903
295,621.0059904393415
296,408.9094560657259
297,548.4330375368786
298,816.1058699997246
299,766.4266901404412
300,867.2639503958146
301,531.5207771025282
302,749.3427159874016
303,978.4386808036243
304,1199.2509640027176
305,798.6011621132782
306,673.7304268962675
307,1065.7175662432373
308,1122.0465931638162
309,1416.2840658176096
310,814.6588654608502
311,1296.9278048709693
312,1435.0099184834671
313,903.9927270583416
314,765.6629258943468
315,1161.1572186961205
316,1107.8211412929984
317,1172.3560741671715
318,994.6492378548328
319,1137.4654025073282
320,1128.7402838673481
321,862.8899246196752
322,1432.2711643549203
323,1190.5039053542775
324,847.9872930228906
325,683.5157177645622
326,814.2656890657995
327,994.8360368700874
328,1517.011854220887
329,1223.5118058806988
330,1114.8098752039548
331,1360.502276105091
332,1706.7647706803095
333,1184.1644902908452
334,1068.0402664781182
335,1135.4940827245036
336,973.0647953822755
337,1440.7523127397058
338,1140.1186912061873
339,1292.3597374141057
340,1263.688851616235
341,661.6748247574063
342,1189.9627660839594
343,906.8756777020292
344,1027.8026795413914
345,1250.941642485466
346,1103.8723937211591
347,996.4748263760421
348,816.127409757995
349,1019.8547778272392
350,866.298029572144
351,1686.5455396420052
352,1154.2898912734072
353,1085.2005626789714
354,931.6438254492982
355,990.5815860554465
356,1098.6993603959409
357,902.389987150675
358,1380.3384232458395
359,841.7005052420928
360,929.0153816381873
361,870.5660997008312
362,651.0939381391851
363,1284.7188723345407
364,1033.7941674782924
365,1018.6647521452356
366,1223.6525002913345
