,0
0,-103.00165266988324
1,-61.35739035913093
2,-91.23636776874994
3,-52.095984967592194
4,-29.703064212736976
5,127.57968826930473
6,181.8580619462387
7,136.11863157390897
8,113.18302980447916
9,537.301532263012
10,838.7775666230317
11,439.3617146046577
12,273.2379111018275
13,75.55437299862787
14,418.6353674389453
15,579.0545374456274
16,-50.63715622877747
17,320.0019843643048
18,52.979965536338554
19,403.9601956987875
20,89.64366554988922
21,519.5654039656472
22,220.0162429632313
23,515.2579647141322
24,138.21974281580486
25,301.87445972084004
26,311.6521041720579
27,112.9796344418448
28,442.5532809727947
29,167.44601137566573
30,1184.9190179399902
31,180.0118356648601
32,412.935029556313
33,208.37149607220726
34,689.7887536061212
35,252.27779563588638
36,250.74940220701785
37,106.32517739248853
38,560.9093201953397
39,536.7513929764309
40,452.12717553465006
41,680.808788182435
42,743.4928436816288
43,469.26669631391076
44,500.6379007640813
45,147.84958888989865
46,835.3390170203402
47,466.96597298026444
48,455.8234861210195
49,672.0727530269141
50,478.6682600296456
51,360.3525160741547
52,639.4347862891832
53,297.7941735791977
54,532.5950721720423
55,424.44858457417854
56,394.39116288591896
57,421.63720365632116
58,470.0275785819541
59,218.3378193952721
60,914.878041995577
61,241.18012021742823
62,690.9571315879593
63,507.9168358361576
64,461.8892328129084
65,311.25718253842143
66,952.6996076255245
67,424.5064079633656
68,148.1108349991177
69,250.45495722174064
70,481.12436547449033
71,375.2219044387407
72,1391.00582372649
73,1165.6934527754254
74,502.81857150067356
75,305.0784533034439
76,335.19635501080427
77,912.5875588904571
78,569.6678940994656
79,655.8063401602301
80,754.3932299458332
81,700.6044922795631
82,573.4603459184674
83,830.2840086613221
84,651.9852125245208
85,1970.5178955849115
86,1044.1090694686225
87,809.5439633740671
88,347.1493178635815
89,501.4269297767005
90,551.2265852141277
91,870.9613558728962
92,616.8488632228201
93,512.4028261283164
94,566.0817344695237
95,1054.487349372678
96,1070.213005692154
97,555.516765155289
98,371.8925324890477
99,848.7964093055502
100,733.5125160454625
101,293.80665901146426
102,667.0317676808743
103,846.0403719518387
104,1049.4973858568342
105,581.298476974321
106,497.626323703756
107,890.5304065454492
108,814.3799137938339
109,703.2066669759475
110,522.700081265268
111,632.3021131953534
112,851.8197817533676
113,318.4225341711136
114,756.4284000628447
115,710.7188325640577
116,413.8989368511323
117,803.0721365146726
118,425.6808840552891
119,628.3520592301065
120,427.95071142864487
121,402.265646003296
122,653.1901384133112
123,885.2135635991265
124,574.3865199388279
125,643.9080619054696
126,467.87890521598206
127,1089.345363343722
128,800.0382636044999
129,623.0556364417789
130,680.6859364165722
131,629.8455383995243
132,547.8158929797296
133,721.7786425372119
134,686.0123909641388
135,1052.0046132362113
136,1205.8964570007083
137,1154.7788790744771
138,1217.798656718658
139,486.20253256731723
140,624.4190757162208
141,714.2833532161603
142,703.902554105475
143,1070.9487175744086
144,1159.0392791053387
145,559.1445406435639
146,608.3825938016938
147,845.3890097357253
148,972.1064523218391
149,774.0427882609963
150,1166.9880338726514
151,674.9653526446265
152,642.1253014909034
153,787.910079758813
154,833.2937394423507
155,1723.614864855875
156,1340.3459537761184
157,1074.8617545151208
158,976.3694854641149
159,1354.2326151321176
160,677.1037628017314
161,1174.306164173134
162,870.4529985444113
163,711.1067299735772
164,775.644302741024
165,623.5223028180429
166,464.7942014440856
167,662.6040311320271
168,766.9085130601358
169,830.0238534154788
170,718.0764953092286
171,721.1515545261938
172,830.1508130033853
173,536.4626234928335
174,546.1812093026808
175,869.8277380693866
176,553.7459109877656
177,491.3740715468306
178,857.8987724364846
179,978.6635150650427
180,976.5747942356427
181,745.3921365629482
182,718.8029070142793
183,874.5823597698293
184,1002.08870593305
185,787.1670470293512
186,677.1270899632158
187,325.98764128608593
188,694.2068153996081
189,535.9838582600394
190,432.73683834337686
191,847.5834767675431
192,959.9317658149237
193,478.16082449166095
194,482.2964498215639
195,505.77383608604134
196,584.8429910820264
197,801.6116510024101
198,621.3235570817569
199,626.8016258608591
200,873.8888150689005
201,616.840329306229
202,1043.861548046755
203,718.9203526285553
204,664.1405261797586
205,1143.5555815614046
206,466.22884010807326
207,596.0752492607047
208,582.3155933629753
209,734.741988720008
210,659.0269290463116
211,443.2746418974376
212,627.2421254457959
213,772.1722886628509
214,646.4376992328422
215,761.0327375430475
216,712.4143024464945
217,633.9874391651833
218,905.6407505627499
219,761.5296956114634
220,940.7434157157152
221,850.0615723477305
222,712.1469866117505
223,581.7310441275997
224,819.0683265497355
225,928.3291101798038
226,1369.656189754946
227,1496.761411581298
228,1025.9624215291258
229,1250.0571917750976
230,833.0907698403912
231,1109.7062612123937
232,994.9680671954276
233,884.3632650018969
234,592.6134125253343
235,964.552699884608
236,507.2319364231995
237,1019.2179664690586
238,526.4729664535108
239,944.2437329221731
240,752.9835305521879
241,556.07101939972
242,915.9380542340914
243,919.8608405995378
244,804.5166353336907
245,696.3469851924514
246,900.9193058662843
247,1336.8358683407348
248,1087.0917125727967
249,1219.6894833866388
250,740.3789670136605
251,1129.9829706708335
252,411.8411350218387
253,849.8413064380065
254,848.7009902851173
255,1035.2117950384086
256,849.5101533202536
257,597.5042222168539
258,662.1911024943728
259,675.6244617913252
260,1136.2261344134072
261,727.3891673198106
262,575.746989329776
263,841.2105718206399
264,832.5952896107033
265,574.6487679565864
266,965.2474995996984
267,560.3868900398899
268,912.5214694642242
269,906.9269214991137
270,1015.7335591163015
271,942.5338440645285
272,706.8274556272196
273,1155.9731201830682
274,991.8083290269022
275,742.639809526118
276,1001.5745928417465
277,906.710598525215
278,1009.7216426062879
279,1052.5344960478033
280,875.067190561468
281,624.7512792933051
282,806.7188704043741
283,897.1254837814129
284,715.934127250688
285,720.9802618554687
286,536.4855742038251
287,706.0160113638017
288,691.4735719125664
289,728.609687816138
290,1111.3566065018908
291,936.148279823109
292,768.2580555029722
293,912.9215990599475
294,783.4597656910154
295,726.8211909349935
296,427.3580620591798
297,498.21688491096927
298,270.240381296112
299,414.19371820853377
300,612.248091108257
301,635.4912299253899
302,608.6437984029709
303,342.75371453769935
304,584.3992675635127
305,836.1598144211281
306,1016.1396765748088
307,604.7275091202011
308,542.8860370010946
309,782.8737485348407
310,900.9110682962624
311,1036.3363244578754
312,718.2431570788211
313,1079.4123773100855
314,1122.552586832232
315,689.6441652515034
316,552.1253287133256
317,857.3969389859885
318,889.7211120177873
319,942.2112543888056
320,856.0757852234475
321,1037.3020361703655
322,935.1358107323838
323,795.5701523242097
324,1200.0578654803833
325,965.2484726127275
326,683.0937937864833
327,395.42248813506825
328,687.034820125719
329,690.8987011541576
