,0,1,2,3,4,5,6,7,8,9
0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,7.313800724648571,991.7870983762507,0.0,0.0,0.0,0.0,0.0,0.0
2,1024.9915135744698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,1024.0699427830443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,2.3971993333967703,0.0,965.9713980994345,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,944.4166336678649,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,957.5111965769061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,299.3113548169609,0.0,661.8434697335538,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,909.0171029616017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,403.0795778068601,0.0,508.3747205406288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,339.30310941651703,559.6271862217485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,407.9312897429545,422.7023662004582,80.3649006437114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,984.2336748265463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,983.3487494445845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,983.097382177344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,328.77938651400405,160.54859560900155,501.09532229779654,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,440.48686774141856,0.0,547.8153369202288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,659.813876983862,344.55603866798083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1003.1691154017162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,390.11579927427846,612.1513658738301,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,411.3835887009344,1.192057109986365,605.5860913037927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,451.0941395532235,572.5668208130678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,176.68443602881604,852.3053065851718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,847.1586372155468,224.8531095283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,656.824965062702,0.0,405.3775312646766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,727.9407363246758,336.21188835160194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1056.4741525638829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,328.59226107372615,228.5894963964009,498.6707822303854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,714.1889357136106,16.82621680331293,321.79209398659185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,403.5528902671425,2.901590418355072,648.2868733419023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,1044.2166980400289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,336.8406011155154,736.7652226222202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,647.8862573650086,343.86045230657874,59.14575115517988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,750.8707334840109,281.1903241707091,14.701299374138324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,781.0092675241465,290.807947196422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1054.8054671767266,0.0,20.815026759589443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,829.715174428437,16.30382749567051,229.22613755315172,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1076.6680624904707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
