"","Timestamp","AUDNZD","AUDUSD","CADJPY","EURCHF","EURGBP","EURUSD","USDCAD","USDCHF","USDJPY","XAUUSD"
"1235","2017-10-11 23:59",1.10028,0.78193,90.28,1.15441,0.89566,1.18751,1.24432,0.97216,112.335,1.294
"1236","2017-10-12 23:59",1.09714,0.78346,89.958,1.15509,0.89253,1.18477,1.24686,0.97494,112.171,1.295
"1237","2017-10-15 23:59",1.09749,0.7874,89.656,1.15181,0.88821,1.18061,1.24844,0.97558,111.931,1.302
"1238","2017-10-16 23:59",1.09531,0.78488,89.422,1.15031,0.88842,1.1779,1.25316,0.97657,112.066,1.293
"1239","2017-10-17 23:59",1.09653,0.78526,89.763,1.15099,0.89238,1.17698,1.25016,0.97789,112.222,1.286
"1240","2017-10-18 23:59",1.10147,0.78508,90.601,1.15676,0.89323,1.17996,1.24661,0.98033,112.948,1.278
"1241","2017-10-19 23:59",1.12219,0.78461,90.43,1.15971,0.90147,1.18186,1.2511,0.98124,113.143,1.284
"1242","2017-10-22 23:59",1.12296,0.78238,90.126,1.15868,0.8918,1.17699,1.26211,0.98444,113.754,1.276
"1243","2017-10-23 23:59",1.12608,0.78218,89.737,1.15808,0.88993,1.17659,1.26264,0.98425,113.311,1.282
"1244","2017-10-24 23:59",1.12119,0.7718,89.807,1.16545,0.89492,1.17555,1.26862,0.9914,113.932,1.272
"1245","2017-10-25 23:59",1.11887,0.77101,88.77,1.16925,0.89143,1.18246,1.27879,0.9888,113.52,1.279
"1246","2017-10-26 23:59",1.11594,0.76343,88.678,1.16159,0.88594,1.16388,1.28653,0.99801,114.096,1.267
"1247","2017-10-29 23:59",1.12175,0.76752,88.564,1.15816,0.88385,1.16141,1.28247,0.9972,113.59,1.271
"1248","2017-10-30 23:59",1.12106,0.76768,88.128,1.15874,0.88121,1.16366,1.28394,0.99577,113.158,1.275
"1249","2017-10-31 23:59",1.10932,0.76667,88.249,1.1617,0.87637,1.16314,1.28982,0.99877,113.827,1.27
"1250","2017-11-01 23:59",1.11546,0.772,88.741,1.16481,0.87757,1.16554,1.28345,0.99935,113.898,1.28
"1252","2017-11-05 23:59",1.11017,0.7654,89.464,1.16251,0.88799,1.16095,1.27707,1.00135,114.262,1.269
"1253","2017-11-06 23:59",1.108,0.76801,89.627,1.15903,0.88139,1.16073,1.27166,0.99855,113.98,1.278
"1254","2017-11-07 23:59",1.10815,0.76519,89.145,1.15821,0.88059,1.15985,1.27652,0.99861,113.797,1.278
"1255","2017-11-08 23:59",1.1044,0.76823,89.402,1.15856,0.88349,1.15959,1.27309,0.99912,113.827,1.283
"1256","2017-11-09 23:59",1.10719,0.76821,89.509,1.15842,0.88595,1.16439,1.26746,0.99493,113.454,1.284
"1257","2017-11-12 23:59",1.10555,0.76573,89.589,1.16161,0.88782,1.16513,1.26886,0.997,113.679,1.275
"1258","2017-11-13 23:59",1.11236,0.76327,89.193,1.16311,0.88983,1.16723,1.27411,0.99646,113.644,1.276
"1260","2017-11-15 23:59",1.10739,0.75932,88.544,1.16538,0.89418,1.17765,1.27695,0.98954,113.069,1.276
"1261","2017-11-16 23:59",1.10636,0.75719,88.435,1.17139,0.89231,1.1804,1.27312,0.99238,112.595,1.282
"1262","2017-11-19 23:59",1.10789,0.75561,87.595,1.1601,0.88864,1.17286,1.27886,0.98909,112.029,1.292
"1263","2017-11-20 23:59",1.1081,0.75367,87.89,1.16562,0.88609,1.17386,1.28083,0.99298,112.578,1.279
"1264","2017-11-21 23:59",1.10796,0.7567,87.879,1.16314,0.88578,1.17415,1.27682,0.99062,112.209,1.28
"1265","2017-11-22 23:59",1.10769,0.76211,87.634,1.16149,0.88797,1.18345,1.26994,0.98142,111.294,1.289
"1266","2017-11-23 23:59",1.10818,0.76248,87.605,1.16369,0.89186,1.18524,1.27219,0.9818,111.455,1.291
"1267","2017-11-26 23:59",1.108,0.76022,87.566,1.169,0.89522,1.19237,1.27151,0.98043,111.345,1.29
"1268","2017-11-27 23:59",1.09721,0.7611,87.132,1.1683,0.89272,1.19045,1.27562,0.98143,111.155,1.293
"1269","2017-11-28 23:59",1.10003,0.75851,86.978,1.16713,0.88676,1.18502,1.28195,0.9849,111.506,1.295
"1271","2017-11-30 23:59",1.10777,0.75633,87.436,1.17212,0.88052,1.19109,1.28786,0.98401,112.614,1.274
"1272","2017-12-03 23:59",1.10865,0.7597,88.694,1.16614,0.8815,1.18708,1.27154,0.98239,112.786,1.274
"1273","2017-12-04 23:59",1.1083,0.76502,88.892,1.16867,0.8812,1.18693,1.26651,0.98463,112.588,1.274
"1274","2017-12-05 23:59",1.09841,0.75773,88.329,1.1674,0.88135,1.18386,1.26953,0.9861,112.14,1.266
"1275","2017-12-06 23:59",1.10083,0.75441,87.794,1.1679,0.88181,1.17979,1.28049,0.98991,112.425,1.263
"1276","2017-12-07 23:59",1.09869,0.75116,88.174,1.17064,0.87178,1.17619,1.28561,0.9953,113.362,1.248
"1277","2017-12-10 23:59",1.09185,0.75242,88.418,1.1685,0.87912,1.17788,1.28475,0.99202,113.601,1.248
"1278","2017-12-11 23:59",1.08759,0.75328,88.317,1.16759,0.88241,1.17719,1.28492,0.99184,113.486,1.244
"1279","2017-12-12 23:59",1.08935,0.75697,88.154,1.16402,0.88215,1.17537,1.28557,0.99033,113.333,1.243
"1280","2017-12-13 23:59",1.0944,0.76647,87.882,1.16507,0.88058,1.18321,1.28154,0.98465,112.629,1.257
"1281","2017-12-14 23:59",1.09372,0.76749,87.873,1.16504,0.87685,1.17839,1.27835,0.98866,112.337,1.254
"1282","2017-12-17 23:59",1.09185,0.76569,87.653,1.16476,0.88203,1.17604,1.28542,0.99042,112.674,1.255
"1283","2017-12-18 23:59",1.09516,0.76685,87.561,1.16214,0.88096,1.17921,1.28624,0.98555,112.631,1.262
"1284","2017-12-19 23:59",1.1002,0.76577,87.754,1.16667,0.88421,1.18415,1.28738,0.98525,112.978,1.263
"1285","2017-12-20 23:59",1.09386,0.76655,88.404,1.17018,0.88817,1.1867,1.28258,0.98605,113.388,1.267
"1286","2017-12-21 23:59",1.09901,0.77133,88.914,1.17199,0.88559,1.1848,1.27417,0.98918,113.309,1.266
"1288","2017-12-26 23:59",1.09846,0.77448,89.283,1.17428,0.88755,1.18745,1.26791,0.98893,113.209,1.282
"1289","2017-12-27 23:59",1.09931,0.77903,89.533,1.17309,0.88769,1.19173,1.26259,0.98414,112.997,1.29
