"","Timestamp","AUDNZD","AUDUSD","CADJPY","EURCHF","EURGBP","EURUSD","USDCAD","USDCHF","USDJPY","XAUUSD"
"263","2014-01-07 23:59",1.07643,0.89276,97.213,1.23796,0.83037,1.36313,1.07924,0.90802,104.945,1.227
"264","2014-01-08 23:59",1.07544,0.88806,96.701,1.2384,0.8255,1.35784,1.08405,0.91188,104.862,1.226
"265","2014-01-09 23:59",1.07983,0.89043,96.693,1.2342,0.82586,1.3612,1.0847,0.90651,104.912,1.233
"267","2014-01-13 23:59",1.07784,0.90328,94.89,1.22997,0.83384,1.36645,1.08804,0.89998,103.274,1.251
"269","2014-01-15 23:59",1.05809,0.88139,95.772,1.2373,0.83199,1.36214,1.09299,0.90821,104.716,1.241
"270","2014-01-16 23:59",1.06152,0.88194,95.446,1.23262,0.83337,1.36124,1.0934,0.90534,104.386,1.241
"271","2014-01-19 23:59",1.06446,0.87772,94.971,1.23337,0.82402,1.35259,1.09542,0.91169,104.06,1.255
"272","2014-01-20 23:59",1.05899,0.88172,95.536,1.23523,0.82445,1.3542,1.09493,0.91198,104.636,1.252
"273","2014-01-21 23:59",1.06519,0.88655,94.97,1.23432,0.82285,1.35622,1.09681,0.90996,104.194,1.242
"274","2014-01-22 23:59",1.06227,0.87972,93.581,1.23519,0.81768,1.35439,1.11408,0.91181,104.292,1.235
"275","2014-01-23 23:59",1.05463,0.87156,92.84,1.22877,0.82263,1.36849,1.11157,0.89776,103.229,1.259
"276","2014-01-26 23:59",1.05918,0.8719,92.633,1.22452,0.82906,1.36812,1.10582,0.89487,102.464,1.27
"277","2014-01-27 23:59",1.06284,0.87856,92.504,1.22588,0.82371,1.36774,1.10969,0.89603,102.675,1.257
"278","2014-01-28 23:59",1.06354,0.88054,92.602,1.22947,0.82366,1.36512,1.11459,0.90048,103.237,1.253
"279","2014-01-29 23:59",1.06728,0.87244,91.536,1.22346,0.82402,1.36478,1.11902,0.89627,102.464,1.262
"280","2014-01-30 23:59",1.07712,0.87627,91.626,1.22282,0.82232,1.35489,1.11732,0.90236,102.403,1.243
"281","2014-02-02 23:59",1.07856,0.87537,92.057,1.22328,0.82071,1.34829,1.11135,0.90713,102.336,1.244
"282","2014-02-03 23:59",1.09344,0.88786,91.35,1.21945,0.82945,1.35072,1.1082,0.90268,101.264,1.256
"284","2014-02-05 23:59",1.08775,0.89623,91.785,1.22319,0.829,1.35218,1.10644,0.90442,101.588,1.256
"285","2014-02-06 23:59",1.08499,0.89379,92.203,1.22388,0.83229,1.35898,1.10638,0.90042,102.039,1.261
"287","2014-02-10 23:59",1.08462,0.90077,92.268,1.22339,0.83207,1.36669,1.1071,0.89502,102.182,1.283
"288","2014-02-11 23:59",1.08479,0.90483,93.238,1.22417,0.82847,1.36283,1.09959,0.89805,102.55,1.285
"289","2014-02-12 23:59",1.07567,0.89338,92.755,1.22285,0.81899,1.36119,1.10068,0.89818,102.126,1.289
"290","2014-02-13 23:59",1.07831,0.89945,92.965,1.22114,0.82151,1.36807,1.09501,0.89242,101.823,1.305
"291","2014-02-16 23:59",1.08064,0.90481,92.562,1.2215,0.81654,1.37087,1.09723,0.89089,101.588,1.323
"292","2014-02-17 23:59",1.08377,0.9054,93.547,1.22331,0.81943,1.37121,1.0956,0.89199,102.519,1.321
"293","2014-02-18 23:59",1.08506,0.9017,93.485,1.22147,0.82432,1.37637,1.09337,0.8873,102.24,1.315
"294","2014-02-19 23:59",1.08378,0.89513,92.001,1.21995,0.82476,1.37549,1.10767,0.88678,101.937,1.312
"295","2014-02-20 23:59",1.0824,0.89904,92.099,1.21953,0.82385,1.37163,1.11255,0.88895,102.493,1.317
"296","2014-02-23 23:59",1.0824,0.89663,91.975,1.21884,0.82529,1.37366,1.1113,0.88718,102.237,1.321
"297","2014-02-24 23:59",1.08343,0.90324,92.731,1.22097,0.82409,1.37339,1.10556,0.88885,102.547,1.333
"298","2014-02-25 23:59",1.08061,0.90099,92.262,1.21936,0.82392,1.37387,1.10859,0.88736,102.309,1.34
"299","2014-02-26 23:59",1.07359,0.89393,91.94,1.21824,0.82105,1.36858,1.11263,0.88997,102.328,1.327
"300","2014-02-27 23:59",1.06571,0.89466,91.3,1.21695,0.82129,1.36997,1.11254,0.88814,101.599,1.329
"301","2014-03-02 23:59",1.06591,0.89101,91.692,1.21228,0.82272,1.37786,1.10576,0.87968,101.416,1.341
"303","2014-03-04 23:59",1.06737,0.89582,92.131,1.21884,0.82373,1.37308,1.10933,0.88753,102.231,1.336
"304","2014-03-05 23:59",1.06985,0.90108,92.967,1.21966,0.82127,1.37232,1.10439,0.88864,102.707,1.337
"306","2014-03-09 23:59",1.06822,0.90419,92.748,1.21783,0.82986,1.38864,1.11136,0.87685,103.105,1.333
"308","2014-03-11 23:59",1.05794,0.89619,92.701,1.21658,0.83332,1.38526,1.11101,0.87808,103.017,1.357
"309","2014-03-12 23:59",1.05843,0.90636,92.526,1.21567,0.83596,1.39013,1.10979,0.87437,102.718,1.372
"310","2014-03-13 23:59",1.05584,0.90244,91.655,1.21332,0.83387,1.38607,1.10904,0.87521,101.676,1.371
"311","2014-03-16 23:59",1.05827,0.90333,91.519,1.21414,0.83583,1.39057,1.10901,0.87296,101.52,1.382
"312","2014-03-17 23:59",1.06057,0.90844,92.057,1.21571,0.83719,1.39301,1.10522,0.87255,101.769,1.359
"313","2014-03-18 23:59",1.05838,0.91153,91.092,1.21641,0.83904,1.39208,1.11236,0.87363,101.361,1.357
"314","2014-03-19 23:59",1.05723,0.90173,90.96,1.21881,0.8361,1.38306,1.12453,0.88111,102.324,1.332
"315","2014-03-20 23:59",1.06139,0.90603,91.015,1.21723,0.83487,1.37835,1.12405,0.88293,102.333,1.333
"316","2014-03-23 23:59",1.06327,0.908,91.211,1.21879,0.83694,1.38004,1.12284,0.88299,102.443,1.327
"317","2014-03-24 23:59",1.06802,0.9137,91.345,1.21859,0.83851,1.38334,1.11943,0.88071,102.284,1.312
"318","2014-03-25 23:59",1.06791,0.91727,91.642,1.22047,0.83553,1.38119,1.11576,0.8835,102.279,1.313
"319","2014-03-26 23:59",1.07019,0.92341,91.931,1.22049,0.83111,1.37818,1.10936,0.88542,102.018,1.303
"320","2014-03-27 23:59",1.0683,0.92798,92.736,1.21913,0.82705,1.37458,1.10114,0.88673,102.144,1.293
"321","2014-03-30 23:59",1.06592,0.92306,92.981,1.21992,0.82657,1.37461,1.10602,0.88734,102.87,1.295
"322","2014-03-31 23:59",1.06775,0.92636,93.399,1.21851,0.82646,1.37739,1.10512,0.88451,103.247,1.284
"324","2014-04-02 23:59",1.07846,0.92166,94.254,1.22063,0.82683,1.3757,1.10279,0.88709,103.976,1.291
"326","2014-04-06 23:59",1.07836,0.92741,94.045,1.2221,0.82645,1.36972,1.09752,0.89207,103.243,1.302
"328","2014-04-08 23:59",1.07697,0.93736,93.378,1.21908,0.82342,1.37917,1.09144,0.88375,101.942,1.311
"329","2014-04-09 23:59",1.0789,0.94027,93.384,1.21777,0.82445,1.38458,1.08967,0.87939,101.792,1.315
"330","2014-04-10 23:59",1.08538,0.93798,92.907,1.21766,0.82829,1.3892,1.09353,0.8764,101.624,1.319
"332","2014-04-14 23:59",1.08407,0.93877,92.779,1.2165,0.82648,1.38137,1.09768,0.88052,101.87,1.32
"333","2014-04-15 23:59",1.08888,0.9361,92.998,1.21627,0.82606,1.38166,1.09846,0.88016,102.192,1.299
"334","2014-04-16 23:59",1.08646,0.93738,92.636,1.21796,0.82196,1.38374,1.10031,0.88001,101.954,1.3
"336","2014-04-21 23:59",1.08917,0.93516,93.119,1.22061,0.82136,1.37945,1.10193,0.88471,102.639,1.287
"338","2014-04-23 23:59",1.07697,0.92914,92.723,1.22007,0.82332,1.38225,1.1028,0.88256,102.288,1.286
"341","2014-04-28 23:59",1.08356,0.92482,92.978,1.21936,0.82435,1.38619,1.1019,0.8795,102.482,1.294
"342","2014-04-29 23:59",1.0835,0.92819,93.4,1.22012,0.82045,1.38053,1.09588,0.88364,102.383,1.293
"343","2014-04-30 23:59",1.0783,0.92862,93.17,1.22068,0.8217,1.38691,1.09724,0.87998,102.269,1.288
"344","2014-05-01 23:59",1.07537,0.9273,93.364,1.21912,0.82081,1.38606,1.09585,0.8794,102.342,1.283
"345","2014-05-04 23:59",1.06954,0.92585,92.888,1.2174,0.82226,1.38742,1.09701,0.87731,101.928,1.305
"346","2014-05-05 23:59",1.06718,0.92824,93.118,1.21775,0.82212,1.38793,1.09549,0.87727,102.038,1.308
"347","2014-05-06 23:59",1.07413,0.93422,93.29,1.21722,0.82002,1.39243,1.08879,0.87396,101.601,1.311
"348","2014-05-07 23:59",1.0826,0.93696,93.483,1.21881,0.82079,1.39154,1.08905,0.87572,101.837,1.29
"349","2014-05-08 23:59",1.08265,0.93628,93.901,1.21867,0.81747,1.38375,1.08254,0.88057,101.68,1.291
"350","2014-05-11 23:59",1.08517,0.93628,93.592,1.22056,0.81598,1.37572,1.08914,0.88709,101.963,1.29
"351","2014-05-12 23:59",1.08364,0.93543,93.8,1.22111,0.81502,1.37566,1.08986,0.88747,102.258,1.293
"352","2014-05-13 23:59",1.08489,0.93943,93.633,1.21912,0.81385,1.37164,1.09068,0.88862,102.152,1.295
"354","2014-05-15 23:59",1.08145,0.93565,93.287,1.2214,0.81684,1.37156,1.08706,0.89033,101.434,1.297
"355","2014-05-18 23:59",1.08252,0.93617,93.419,1.22163,0.81454,1.37032,1.08599,0.89133,101.481,1.295
"356","2014-05-19 23:59",1.0789,0.92997,93.371,1.22309,0.81519,1.37112,1.08721,0.89188,101.543,1.293
"357","2014-05-20 23:59",1.07837,0.92326,92.708,1.22154,0.81371,1.37012,1.09086,0.89139,101.156,1.295
"358","2014-05-21 23:59",1.07999,0.92664,93.159,1.22208,0.80942,1.36717,1.09081,0.89369,101.655,1.291
"360","2014-05-25 23:59",1.08146,0.9235,93.758,1.22063,0.8089,1.36189,1.08648,0.8961,101.893,1.293
"361","2014-05-26 23:59",1.08099,0.92571,94.011,1.22156,0.8098,1.36558,1.0843,0.89442,101.962,1.291
"363","2014-05-28 23:59",1.09261,0.92746,93.586,1.22109,0.81325,1.36049,1.08626,0.89736,101.693,1.259
"364","2014-05-29 23:59",1.09552,0.93156,93.733,1.22115,0.8129,1.36031,1.08319,0.89754,101.556,1.257
"365","2014-06-02 23:59",1.09317,0.92487,93.939,1.22211,0.81241,1.36022,1.08971,0.89831,102.393,1.243
"366","2014-06-03 23:59",1.10035,0.92657,93.931,1.2222,0.81391,1.36122,1.09346,0.8977,102.742,1.245
"367","2014-06-04 23:59",1.10018,0.92826,93.586,1.22018,0.81192,1.35983,1.09522,0.89714,102.531,1.243
"368","2014-06-05 23:59",1.09881,0.93323,93.678,1.21773,0.81237,1.36576,1.09196,0.89144,102.323,1.253
"370","2014-06-09 23:59",1.10019,0.93567,93.844,1.21928,0.80838,1.35888,1.09008,0.8971,102.329,1.254
"371","2014-06-10 23:59",1.09766,0.93863,93.884,1.21801,0.80752,1.35322,1.08893,0.89992,102.26,1.261
"373","2014-06-12 23:59",1.08629,0.94147,93.781,1.21775,0.79917,1.35581,1.08571,0.89802,101.848,1.272
"375","2014-06-16 23:59",1.08047,0.93574,93.925,1.2182,0.79939,1.35614,1.08527,0.89811,101.963,1.268
"376","2014-06-17 23:59",1.07776,0.93349,94.008,1.21837,0.79845,1.35448,1.08667,0.89933,102.183,1.267
"381","2014-06-24 23:59",1.07857,0.93623,94.806,1.21645,0.80132,1.36061,1.07462,0.89389,101.905,1.312
"382","2014-06-25 23:59",1.07236,0.94008,94.905,1.21683,0.80239,1.36326,1.07161,0.89242,101.731,1.316
"383","2014-06-26 23:59",1.07407,0.94368,94.847,1.21555,0.79937,1.36255,1.068,0.89193,101.327,1.317
"385","2014-06-30 23:59",1.07519,0.9418,95.068,1.21413,0.80013,1.36863,1.06709,0.88694,101.47,1.327
"388","2014-07-03 23:59",1.06895,0.93592,95.985,1.21561,0.79279,1.3608,1.06351,0.89313,102.11,1.319
"389","2014-07-06 23:59",1.07279,0.93557,95.75,1.21637,0.79229,1.35833,1.06638,0.89535,102.135,1.316
"390","2014-07-07 23:59",1.07055,0.9383,95.246,1.21558,0.79401,1.36022,1.06876,0.89351,101.825,1.317
"392","2014-07-09 23:59",1.06534,0.93991,95.265,1.21535,0.79543,1.36444,1.06531,0.89059,101.519,1.329
"394","2014-07-13 23:59",1.06539,0.93938,94.354,1.21412,0.79481,1.36026,1.07399,0.8924,101.363,1.332
"396","2014-07-15 23:59",1.0726,0.93421,94.514,1.21553,0.79148,1.35632,1.07605,0.89604,101.728,1.296
"397","2014-07-16 23:59",1.07674,0.93564,94.538,1.21455,0.78916,1.35269,1.07358,0.89771,101.53,1.302
"398","2014-07-17 23:59",1.0784,0.93595,94.251,1.21405,0.7913,1.35273,1.07447,0.89733,101.303,1.315
"399","2014-07-20 23:59",1.07821,0.93938,94.287,1.21527,0.79167,1.35362,1.07326,0.89764,101.222,1.31
"402","2014-07-23 23:59",1.0993,0.94557,94.504,1.21479,0.79009,1.34597,1.07376,0.90239,101.509,1.297
"403","2014-07-24 23:59",1.09715,0.94092,94.691,1.21518,0.79248,1.34655,1.07418,0.90228,101.745,1.291
"404","2014-07-27 23:59",1.09914,0.93907,94.139,1.21537,0.79097,1.34284,1.08105,0.9049,101.799,1.305
"406","2014-07-29 23:59",1.10207,0.93808,94.04,1.21599,0.79108,1.34085,1.08526,0.9067,102.087,1.299
"407","2014-07-31 23:59",1.09289,0.92934,94.243,1.21677,0.79323,1.33873,1.09146,0.90873,102.888,1.283
"409","2014-08-04 23:59",1.09439,0.93219,94.004,1.21686,0.79569,1.34191,1.0909,0.90666,102.578,1.288
"411","2014-08-06 23:59",1.09584,0.92869,93.597,1.21468,0.79411,1.33874,1.09123,0.90717,102.167,1.306
"412","2014-08-10 23:59",1.09573,0.92806,93.055,1.21406,0.79849,1.33994,1.09726,0.90589,102.134,1.306
"413","2014-08-11 23:59",1.10003,0.92635,93.486,1.21391,0.79739,1.33715,1.09378,0.90767,102.277,1.306
"419","2014-08-19 23:59",1.10814,0.92866,94.196,1.2112,0.80123,1.33048,1.09502,0.91019,103.174,1.295
"420","2014-08-20 23:59",1.10662,0.92496,94.573,1.21111,0.79933,1.32443,1.09815,0.91427,103.888,1.286
"421","2014-08-21 23:59",1.10828,0.93149,94.849,1.21037,0.80112,1.32845,1.09355,0.91094,103.75,1.279
"422","2014-08-24 23:59",1.11513,0.93131,95.122,1.20924,0.79721,1.32039,1.09527,0.91565,104.213,1.278
"423","2014-08-25 23:59",1.11352,0.92923,94.626,1.20743,0.79569,1.32021,1.0972,0.9144,103.852,1.279
"424","2014-08-26 23:59",1.11416,0.93184,95.177,1.20785,0.795,1.31617,1.09191,0.91755,103.954,1.283
"425","2014-08-27 23:59",1.11535,0.93563,95.639,1.20694,0.79606,1.32138,1.08443,0.91324,103.749,1.285
"426","2014-08-28 23:59",1.1172,0.93482,95.552,1.20661,0.79461,1.31792,1.08594,0.91536,103.788,1.29
"427","2014-08-31 23:59",1.11518,0.93402,95.806,1.20634,0.7905,1.31189,1.08697,0.91937,104.169,1.286
"428","2014-09-01 23:59",1.11356,0.92976,96.159,1.20742,0.79097,1.31173,1.08954,0.92031,104.798,1.281
"429","2014-09-02 23:59",1.11816,0.92725,96.209,1.20729,0.7976,1.31237,1.09393,0.91976,105.275,1.265
"430","2014-09-03 23:59",1.12308,0.93487,96.168,1.20662,0.79863,1.31474,1.08952,0.9176,104.811,1.272
"432","2014-09-07 23:59",1.12567,0.93689,96.431,1.20636,0.79828,1.29392,1.08906,0.93216,105.048,1.27
"433","2014-09-08 23:59",1.12165,0.92613,96.549,1.20662,0.8007,1.28731,1.09984,0.93714,106.215,1.255
"434","2014-09-09 23:59",1.11135,0.91644,96.859,1.20742,0.80199,1.29269,1.09744,0.93387,106.327,1.256
"435","2014-09-10 23:59",1.12177,0.91942,97.432,1.20966,0.79687,1.29134,1.09533,0.93659,106.755,1.248
"437","2014-09-14 23:59",1.10614,0.9012,96.618,1.21004,0.7982,1.29627,1.10885,0.9333,107.167,1.233
"438","2014-09-15 23:59",1.10441,0.90325,96.891,1.20968,0.79733,1.29416,1.1054,0.93455,107.131,1.236
"439","2014-09-16 23:59",1.10861,0.90711,97.666,1.20829,0.79563,1.29505,1.09723,0.93284,107.19,1.236
"440","2014-09-17 23:59",1.10501,0.89628,98.667,1.21106,0.79078,1.2864,1.10074,0.94125,108.641,1.222
"441","2014-09-18 23:59",1.10063,0.89518,99.685,1.20686,0.78203,1.29189,1.09531,0.93402,109.217,1.228
"442","2014-09-21 23:59",1.09528,0.89375,99.465,1.2072,0.78634,1.28592,1.09333,0.93861,108.779,1.213
"443","2014-09-22 23:59",1.09608,0.88921,98.488,1.20727,0.78421,1.28508,1.10405,0.93927,108.762,1.218
"444","2014-09-23 23:59",1.09655,0.88602,98.015,1.20734,0.78339,1.2856,1.10758,0.93895,108.59,1.223
"445","2014-09-24 23:59",1.10327,0.8832,98.414,1.20798,0.78203,1.27659,1.10846,0.94608,109.122,1.214
"446","2014-09-25 23:59",1.10689,0.87763,97.93,1.20703,0.7816,1.27466,1.11179,0.94677,108.906,1.223
"447","2014-09-28 23:59",1.12347,0.8703,97.891,1.20692,0.78118,1.26784,1.11714,0.95178,109.389,1.218
"448","2014-09-29 23:59",1.1217,0.87514,98.039,1.20687,0.7806,1.26926,1.11455,0.95068,109.299,1.217
"449","2014-09-30 23:59",1.11554,0.86777,97.974,1.20612,0.77916,1.2616,1.12121,0.95588,109.88,1.206
"450","2014-10-01 23:59",1.11711,0.88089,98.022,1.20695,0.77973,1.26588,1.1081,0.9533,108.654,1.219
"451","2014-10-02 23:59",1.11731,0.87898,97.347,1.20866,0.78439,1.26546,1.11728,0.95497,108.794,1.212
"453","2014-10-06 23:59",1.12063,0.87426,97.584,1.21253,0.78646,1.26173,1.11766,0.96081,109.095,1.204
"454","2014-10-07 23:59",1.12496,0.87688,96.886,1.21178,0.78664,1.2635,1.11809,0.9589,108.359,1.212
"455","2014-10-08 23:59",1.11679,0.88705,97.247,1.21183,0.78723,1.27426,1.10937,0.95085,107.922,1.224
"456","2014-10-09 23:59",1.11462,0.87698,96.307,1.211,0.78768,1.26977,1.11889,0.95357,107.788,1.222
"457","2014-10-12 23:59",1.1091,0.87328,95.683,1.20889,0.78732,1.26918,1.11949,0.95234,107.144,1.232
"458","2014-10-13 23:59",1.11304,0.87926,95.647,1.20878,0.79156,1.27198,1.12059,0.95016,107.212,1.233
"459","2014-10-14 23:59",1.11142,0.87151,94.607,1.2072,0.79463,1.26425,1.13267,0.95467,107.191,1.227
"460","2014-10-15 23:59",1.10151,0.87869,94.154,1.20682,0.80196,1.28185,1.12624,0.9413,106.077,1.24
"461","2014-10-16 23:59",1.10279,0.87454,94.222,1.20717,0.79598,1.27957,1.1263,0.94324,106.153,1.238
"462","2014-10-19 23:59",1.10374,0.87738,95.289,1.20775,0.79202,1.27583,1.12675,0.9466,107.371,1.235
"463","2014-10-20 23:59",1.10389,0.88112,94.497,1.2063,0.79214,1.28104,1.12778,0.94162,106.58,1.247
"464","2014-10-21 23:59",1.10183,0.87914,95.29,1.20679,0.78913,1.27254,1.12183,0.9483,106.91,1.248
"465","2014-10-22 23:59",1.11481,0.87557,95.346,1.20633,0.78744,1.26378,1.12554,0.95451,107.328,1.241
"466","2014-10-23 23:59",1.11777,0.87553,96.287,1.20638,0.7891,1.26558,1.12141,0.95321,107.988,1.23
"467","2014-10-26 23:59",1.11865,0.88134,96.254,1.2066,0.78886,1.27054,1.12196,0.94966,108.001,1.23
"468","2014-10-27 23:59",1.11662,0.88213,95.887,1.20601,0.78801,1.27093,1.12427,0.94889,107.809,1.227
"469","2014-10-28 23:59",1.11883,0.88636,96.872,1.20585,0.7892,1.2735,1.1165,0.94687,108.161,1.229
"470","2014-10-29 23:59",1.12525,0.87671,97.36,1.20614,0.78955,1.26182,1.11992,0.95585,109.05,1.213
"471","2014-10-30 23:59",1.12451,0.88241,97.755,1.20573,0.78793,1.26026,1.11904,0.95671,109.4,1.198
"472","2014-11-02 23:59",1.1233,0.87359,99.891,1.20589,0.78167,1.24842,1.12856,0.96591,112.733,1.169
"473","2014-11-03 23:59",1.1268,0.87204,100.036,1.20595,0.78265,1.25179,1.13456,0.96339,113.506,1.166
"474","2014-11-04 23:59",1.11653,0.87325,100.005,1.20449,0.78397,1.25577,1.14007,0.95913,114.02,1.163
"475","2014-11-05 23:59",1.11319,0.86087,100.45,1.20356,0.78317,1.25141,1.13863,0.96169,114.392,1.144
"476","2014-11-06 23:59",1.11504,0.85448,100.875,1.20411,0.78203,1.2371,1.14433,0.97332,115.444,1.133
"477","2014-11-09 23:59",1.11326,0.8671,100.839,1.20353,0.7849,1.24809,1.13202,0.96427,114.155,1.173
"478","2014-11-10 23:59",1.11377,0.86204,101.247,1.20257,0.78402,1.24184,1.1384,0.96834,115.272,1.147
"479","2014-11-11 23:59",1.10888,0.86741,101.832,1.20337,0.78356,1.24666,1.13523,0.96525,115.613,1.164
"480","2014-11-12 23:59",1.10485,0.87012,102.215,1.20234,0.78902,1.24463,1.13155,0.96604,115.676,1.163
"481","2014-11-13 23:59",1.10771,0.86906,101.946,1.20178,0.79406,1.24412,1.13834,0.96594,116.059,1.159
"482","2014-11-16 23:59",1.1032,0.87875,102.643,1.2015,0.79791,1.25479,1.12806,0.95751,115.797,1.187
"483","2014-11-17 23:59",1.09827,0.87212,103.37,1.20128,0.79676,1.24721,1.12772,0.96316,116.58,1.186
"484","2014-11-18 23:59",1.10116,0.86644,103.532,1.20127,0.80216,1.25192,1.13322,0.95951,117.337,1.193
"486","2014-11-20 23:59",1.09542,0.86329,104.184,1.2022,0.79963,1.25522,1.13061,0.95776,117.807,1.193
"487","2014-11-23 23:59",1.09941,0.86862,105.013,1.20302,0.7914,1.23967,1.12269,0.9704,117.903,1.199
"488","2014-11-24 23:59",1.09812,0.85914,104.477,1.20273,0.79202,1.24195,1.12894,0.96841,117.959,1.196
"489","2014-11-25 23:59",1.09187,0.85363,104.557,1.20247,0.7946,1.24734,1.12681,0.96402,117.817,1.198
"490","2014-11-26 23:59",1.0861,0.85985,104.173,1.20234,0.79206,1.25097,1.12592,0.96113,117.306,1.187
"491","2014-11-27 23:59",1.08352,0.84902,104.178,1.20199,0.79236,1.24465,1.13533,0.96567,118.285,1.184
"493","2014-12-01 23:59",1.07994,0.85025,104.587,1.2032,0.79269,1.24652,1.13256,0.96521,118.459,1.204
"497","2014-12-07 23:59",1.0827,0.82765,106.215,1.20255,0.78962,1.22864,1.1441,0.97875,121.533,1.192
"499","2014-12-09 23:59",1.07996,0.83203,103.896,1.20177,0.79046,1.23938,1.14401,0.96966,118.866,1.231
"500","2014-12-10 23:59",1.06696,0.83221,103.074,1.20344,0.79227,1.24469,1.14655,0.96682,118.196,1.228
"501","2014-12-11 23:59",1.0606,0.8273,102.887,1.2011,0.78844,1.23962,1.15321,0.96888,118.66,1.221
"502","2014-12-14 23:59",1.0632,0.82357,102.658,1.20107,0.79163,1.24398,1.15599,0.96553,118.682,1.216
"503","2014-12-15 23:59",1.06232,0.82225,100.873,1.20095,0.79578,1.2454,1.16438,0.9643,117.464,1.198
"504","2014-12-16 23:59",1.05398,0.81586,100.411,1.20087,0.7943,1.2491,1.16399,0.96135,116.888,1.197
"506","2014-12-18 23:59",1.05005,0.81842,102.957,1.2047,0.78435,1.22792,1.1575,0.98107,119.189,1.196
"507","2014-12-21 23:59",1.05324,0.81602,103.049,1.20314,0.78245,1.22412,1.15971,0.98281,119.528,1.197
"508","2014-12-22 23:59",1.04948,0.81181,103.4,1.20309,0.78462,1.2233,1.16158,0.98347,120.136,1.18
"510","2014-12-25 23:59",1.04932,0.81256,103.47,1.2024,0.78522,1.22163,1.16143,0.98416,120.191,1.184
"512","2014-12-29 23:59",1.04445,0.81286,103.41,1.20291,0.78233,1.21401,1.1645,0.99082,120.444,1.187
"515","2015-01-04 23:59",1.0557,0.80602,102.05,1.20184,0.78111,1.1941,1.18127,1.00649,120.545,1.191
"517","2015-01-06 23:59",1.04142,0.80729,100.617,1.20105,0.78446,1.18755,1.18307,1.01133,119.045,1.215
"518","2015-01-07 23:59",1.04053,0.81078,101.221,1.20113,0.78363,1.18225,1.18286,1.01596,119.743,1.207
"521","2015-01-12 23:59",1.0506,0.81714,98.942,1.20095,0.78047,1.18363,1.19621,1.01461,118.365,1.234
"524","2015-01-15 23:59",1.05093,0.82357,97.256,1.01336,0.76622,1.16311,1.19696,0.87123,116.422,1.258
"526","2015-01-19 23:59",1.05829,0.81749,98.745,1.01805,0.76828,1.15772,1.19734,0.87945,118.243,1.276
"527","2015-01-20 23:59",1.0718,0.82116,97.492,1.00948,0.76302,1.15656,1.20859,0.87274,117.839,1.297
"528","2015-01-21 23:59",1.07092,0.80708,95.513,0.99985,0.76638,1.15987,1.23641,0.8623,118.106,1.293
"529","2015-01-22 23:59",1.06613,0.79876,95.674,0.98885,0.75646,1.13423,1.23957,0.87172,118.606,1.297
"530","2015-01-25 23:59",1.0613,0.78784,94.427,0.98216,0.74489,1.11726,1.24547,0.87888,117.623,1.294
"532","2015-01-27 23:59",1.07298,0.79913,94.958,1.02408,0.74745,1.1337,1.24359,0.9034,118.101,1.289
"533","2015-01-28 23:59",1.07414,0.78676,94.093,1.02642,0.74437,1.12688,1.25276,0.91097,117.892,1.282
"534","2015-01-29 23:59",1.0685,0.77798,93.464,1.0441,0.75152,1.13263,1.26261,0.92164,118.016,1.26
"535","2015-02-01 23:59",1.06939,0.77681,92.411,1.04601,0.75001,1.13083,1.27361,0.92501,117.707,1.28
"536","2015-02-02 23:59",1.06244,0.76581,92.7,1.04979,0.75454,1.1332,1.2626,0.92637,117.057,1.273
"537","2015-02-03 23:59",1.05394,0.78211,94.909,1.06144,0.75633,1.1472,1.24036,0.92527,117.732,1.263
"539","2015-02-05 23:59",1.05414,0.78297,94.37,1.05872,0.74811,1.14704,1.24376,0.92293,117.38,1.265
"540","2015-02-08 23:59",1.05335,0.77609,94.963,1.04773,0.7429,1.13344,1.25103,0.92447,118.815,1.237
"541","2015-02-09 23:59",1.05321,0.78251,95.113,1.04578,0.74363,1.1331,1.24578,0.9229,118.498,1.242
"542","2015-02-10 23:59",1.04728,0.7768,95.072,1.04879,0.74245,1.13184,1.25805,0.92673,119.613,1.237
"543","2015-02-11 23:59",1.04304,0.76494,95.127,1.05128,0.74323,1.13116,1.26434,0.92936,120.291,1.221
"544","2015-02-12 23:59",1.04398,0.77825,94.896,1.06045,0.74142,1.14293,1.24903,0.92798,118.541,1.227
"546","2015-02-16 23:59",1.03721,0.77986,95.223,1.05884,0.73883,1.13607,1.24479,0.93209,118.539,1.227
"547","2015-02-17 23:59",1.0373,0.7827,95.955,1.06663,0.74258,1.1404,1.24009,0.93534,119,1.208
"548","2015-02-18 23:59",1.03148,0.77938,95.31,1.07459,0.73901,1.14152,1.24493,0.94135,118.669,1.215
"549","2015-02-19 23:59",1.03637,0.78075,95.265,1.07899,0.73655,1.13632,1.24828,0.94952,118.923,1.207
"550","2015-02-22 23:59",1.04159,0.78331,94.684,1.07359,0.74003,1.1382,1.25564,0.94315,118.897,1.204
"551","2015-02-23 23:59",1.03991,0.77735,94.547,1.07681,0.73417,1.13385,1.25928,0.94967,119.072,1.203
"552","2015-02-24 23:59",1.04524,0.78852,95.283,1.07859,0.73325,1.13477,1.24561,0.95058,118.697,1.207
"553","2015-02-25 23:59",1.03743,0.7856,95.685,1.07922,0.73133,1.13714,1.24295,0.94913,118.946,1.209
"554","2015-02-26 23:59",1.03307,0.77912,95.386,1.06679,0.72616,1.12109,1.24891,0.95162,119.137,1.209
